Index,Time,HIGH,LOW,LAST,FIRST
540,00:00.0,0.89194,0.89069,0.89124,0.89131
541,00:00.0,0.89123,0.88718,0.88827,0.89123
542,00:00.0,0.88877,0.88575,0.88607,0.88826
543,00:00.0,0.88609,0.88419,0.88485,0.88608
544,00:00.0,0.88589,0.88362,0.88527,0.88483
545,00:00.0,0.8854,0.88322,0.8837,0.88528
546,00:00.0,0.88431,0.88341,0.88388,0.88368
547,00:00.0,0.88468,0.88389,0.88428,0.88389
548,00:00.0,0.88492,0.88418,0.88471,0.88427
549,00:00.0,0.8849,0.88406,0.88426,0.8847
550,00:00.0,0.88503,0.88415,0.88503,
551,00:00.0,0.88552,0.8846,0.88539,0.88501
552,00:00.0,0.88647,0.88509,0.88531,0.88537
553,00:00.0,0.88583,0.88444,0.88454,
554,00:00.0,0.88653,0.884,0.88599,0.88453
555,00:00.0,0.88652,0.88529,0.88601,0.88598
556,00:00.0,0.88653,0.88539,0.88617,0.88602
557,00:00.0,0.88704,0.88616,0.88697,0.88616
558,00:00.0,0.8879,0.88648,0.88768,0.88696
559,00:00.0,0.88881,0.88689,0.88849,0.8877
560,00:00.0,0.88981,0.88814,0.88841,0.88847
561,00:00.0,0.88839,0.88721,0.88754,0.88839
562,00:00.0,0.88757,0.88643,0.88678,0.88753
563,00:00.0,0.88869,0.88679,0.88796,0.88679
564,00:00.0,0.88804,0.88692,0.88736,0.88797
565,00:00.0,0.88853,0.88681,0.88718,0.88735
566,00:00.0,0.8872,0.88584,0.88646,0.88719
567,00:00.0,0.88831,0.88469,0.88721,0.88645
568,00:00.0,0.88825,0.88642,0.88696,0.8872
569,00:00.0,0.8879,0.88683,0.8874,0.88697
570,00:00.0,0.88889,0.88721,0.88811,0.88741
571,00:00.0,0.8881,0.88746,0.88777,0.8881
572,00:00.0,0.88837,0.8874,0.88799,0.88776
573,00:00.0,0.88899,0.88786,0.88855,0.88798
574,00:00.0,0.8888,0.88806,0.88821,0.88853
575,00:00.0,0.8883,0.88728,0.88761,0.88816
576,00:00.0,0.888,0.88566,0.88597,0.88759
577,00:00.0,0.88684,0.88503,0.8864,
578,00:00.0,0.88689,0.88609,0.88629,0.88639
579,00:00.0,0.88629,0.88309,0.88362,0.88628
580,00:00.0,0.88374,0.88186,0.88334,0.8836
581,00:00.0,0.88369,0.88214,0.88218,0.88335
582,00:00.0,0.8825,0.88136,0.8821,0.88219
583,00:00.0,0.88215,0.87972,0.88053,0.88209
584,00:00.0,0.88135,0.87928,0.88059,0.88052
585,00:00.0,0.88244,0.88029,0.88204,0.88056
586,00:00.0,0.88209,0.88043,0.88144,0.88205
587,00:00.0,0.88188,0.88045,0.88136,0.88146
588,00:00.0,0.88169,0.88078,0.88155,0.88137
589,00:00.0,0.88186,0.87972,0.88065,0.88156
590,00:00.0,0.88142,0.87866,0.88046,0.88066
591,00:00.0,0.88275,0.88028,0.88161,0.88047
592,00:00.0,0.88162,0.87873,0.87961,0.88162
593,00:00.0,0.87985,0.87746,0.87802,0.87962
594,00:00.0,0.87994,0.87753,0.87923,0.87801
595,00:00.0,0.87958,0.87829,0.87858,0.87924
596,00:00.0,0.87895,0.8784,0.87842,0.87857
597,00:00.0,0.87915,0.87794,0.87892,0.87841
598,00:00.0,0.88009,0.87879,0.87945,0.8789
599,00:00.0,0.88024,0.87897,0.88022,0.87937
600,00:00.0,0.88101,0.87989,0.88039,0.8802
601,00:00.0,0.88117,0.87958,0.88067,
602,00:00.0,0.88141,0.87988,0.88047,0.88066
603,00:00.0,0.88057,0.87737,0.87813,0.88049
604,00:00.0,0.8788,0.87751,0.8778,0.87814
605,00:00.0,0.8782,0.87532,0.87576,0.87781
606,00:00.0,0.87607,0.87517,0.87568,0.87577
607,00:00.0,0.87732,0.87487,0.87697,0.87569
608,00:00.0,0.87804,0.87641,0.87761,0.87696
609,00:00.0,0.87823,0.87652,0.87819,0.87763
610,00:00.0,0.87897,0.87716,0.87817,0.8782
611,00:00.0,0.88039,0.87818,0.87918,0.87818
612,00:00.0,0.87958,0.87803,0.87866,0.87919
613,00:00.0,0.8802,0.87645,0.87677,0.87865
614,00:00.0,0.87946,0.87666,0.87779,0.87678
615,00:00.0,0.8781,0.87687,0.87757,0.8778
616,00:00.0,0.87833,0.87608,0.87614,0.87758
617,00:00.0,0.87667,0.87563,0.87579,0.87615
618,00:00.0,0.87651,0.87571,0.87636,0.8758
619,00:00.0,0.87691,0.87579,0.87599,0.87635
620,00:00.0,0.87699,0.876,0.87669,0.876
621,00:00.0,0.8774,0.87592,0.87669,0.87671
622,00:00.0,,,,
623,00:00.0,,,,
624,00:00.0,,,,
625,00:00.0,,,,
626,00:00.0,,,,
627,00:00.0,,,,
628,00:00.0,,,,
629,00:00.0,,,,
630,00:00.0,,,,
631,00:00.0,,,,
632,00:00.0,,,,
633,00:00.0,,,,
634,00:00.0,,,,
635,00:00.0,,,,
636,00:00.0,,,,
637,00:00.0,,,,
638,00:00.0,,,,
639,00:00.0,,,,
640,00:00.0,,,,
641,00:00.0,,,,
642,00:00.0,,,,
643,00:00.0,,,,
644,00:00.0,,,,
645,00:00.0,,,,
646,00:00.0,,,,
647,00:00.0,,,,
648,00:00.0,,,,
649,00:00.0,,,,
650,00:00.0,,,,
651,00:00.0,,,,
652,00:00.0,,,,
653,00:00.0,,,,
654,00:00.0,,,,
655,00:00.0,,,,
656,00:00.0,,,,
657,00:00.0,,,,
658,00:00.0,,,,
659,00:00.0,,,,
660,00:00.0,,,,
661,00:00.0,,,,
662,00:00.0,,,,
663,00:00.0,,,,
664,00:00.0,,,,
665,00:00.0,,,,
666,00:00.0,,,,
667,00:00.0,0.87855,0.87754,0.87756,
668,00:00.0,0.87758,0.87567,0.87584,0.87683
669,00:00.0,0.87755,0.87527,0.87566,0.87566
670,00:00.0,0.87649,0.87517,0.87625,0.87547
671,00:00.0,0.87625,0.875,0.87503,0.87595
672,00:00.0,0.87514,0.87285,0.87358,0.87504
673,00:00.0,0.87472,0.87335,0.87391,
674,00:00.0,0.87479,0.87244,0.87372,0.87392
675,00:00.0,0.87376,0.86957,0.86965,0.87371
676,00:00.0,0.87146,0.86946,0.87049,0.86966
677,00:00.0,0.8712,0.86961,0.86996,0.8705
678,00:00.0,0.8704,0.86845,0.86933,0.86995
679,00:00.0,0.87225,0.8693,0.87197,0.86935
680,00:00.0,0.87355,0.87162,0.87202,0.87198
681,00:00.0,0.87239,0.87055,0.87154,0.87203
682,00:00.0,0.87359,0.87146,0.87324,0.87153
683,00:00.0,0.87379,0.87234,0.8734,0.87326
684,00:00.0,0.8741,0.87209,0.8737,0.87341
685,00:00.0,0.87429,0.87234,0.87358,0.87371
686,00:00.0,0.87418,0.87278,0.87291,0.87359
687,00:00.0,0.87316,0.87115,0.8722,0.8729
688,00:00.0,0.87491,0.87187,0.8738,0.87221
689,00:00.0,0.87418,0.87326,0.87348,0.87381
690,00:00.0,0.8736,0.87261,0.87311,0.87347
691,00:00.0,0.87327,0.87243,0.8728,0.8731
692,00:00.0,0.87297,0.87226,0.8724,0.87278
693,00:00.0,0.87255,0.87169,0.87204,0.87239
694,00:00.0,0.87245,0.87174,0.8721,0.87203
695,00:00.0,0.87243,0.87179,0.87206,0.87207
696,00:00.0,0.87235,0.87123,0.8714,0.87211
697,00:00.0,0.87142,0.86949,0.87009,
698,00:00.0,0.87275,0.86965,0.87127,0.8701
699,00:00.0,0.87421,0.87128,0.87421,0.87128
700,00:00.0,0.87693,0.87418,0.87531,0.8742
701,00:00.0,0.87676,0.8747,0.87645,0.8753
702,00:00.0,0.87646,0.87469,0.87511,0.87644
703,00:00.0,0.87676,0.87494,0.87559,0.87512
704,00:00.0,0.87565,0.87375,0.87476,0.8756
705,00:00.0,0.87485,0.87241,0.87299,0.87475
706,00:00.0,0.87406,0.87156,0.87232,0.87298
707,00:00.0,0.87349,0.87213,0.87213,0.87231
708,00:00.0,0.87294,0.87059,0.87135,0.87212
709,00:00.0,0.87227,0.87083,0.87218,0.87134
710,00:00.0,0.87412,0.87206,0.87301,0.87215
711,00:00.0,0.87573,0.87272,0.87515,0.87303
712,00:00.0,0.87587,0.87326,0.87368,0.87513
713,00:00.0,0.87397,0.87259,0.87396,0.87367
714,00:00.0,0.87469,0.87375,0.87424,0.87394
715,00:00.0,0.87557,0.87421,0.87463,0.87426
716,00:00.0,0.87565,0.87446,0.87559,0.87459
717,00:00.0,0.87574,0.87485,0.87492,0.87558
718,00:00.0,0.87496,0.87487,0.87487,0.87496
719,00:00.0,,,,
720,00:00.0,,,,
721,00:00.0,0.87423,0.87251,0.87324,
722,00:00.0,0.8734,0.8682,0.86927,0.87323
723,00:00.0,0.86934,0.8667,0.86755,0.86926
724,00:00.0,0.86844,0.86699,0.86791,0.86754
725,00:00.0,0.86804,0.86648,0.86662,0.8679
726,00:00.0,0.86959,0.86642,0.86945,0.86661
727,00:00.0,0.87069,0.86871,0.8698,0.86944
728,00:00.0,0.8705,0.86857,0.86938,0.86979
729,00:00.0,0.87282,0.86894,0.87213,0.86937
730,00:00.0,0.87285,0.87139,0.87149,0.87214
731,00:00.0,0.87166,0.86975,0.86975,0.87148
732,00:00.0,0.8702,0.86927,0.86978,0.86976
733,00:00.0,0.87253,0.86897,0.87197,0.86979
734,00:00.0,0.87304,0.87112,0.87189,0.87198
735,00:00.0,0.87501,0.87061,0.87075,0.87192
736,00:00.0,0.87369,0.87059,0.87341,0.87076
737,00:00.0,0.87401,0.87231,0.87237,0.8734
738,00:00.0,0.87286,0.87171,0.87198,0.87236
739,00:00.0,0.87328,0.87161,0.87265,0.87197
740,00:00.0,0.87394,0.87227,0.87309,0.87268
741,00:00.0,0.87453,0.8731,0.87397,0.8731
742,00:00.0,0.8742,0.87284,0.87362,0.8739
743,00:00.0,0.87395,0.8731,0.87386,0.87357
744,00:00.0,0.87527,0.87351,0.87436,0.87384
745,00:00.0,0.8758,0.87412,0.87494,
746,00:00.0,0.87949,0.87495,0.87854,0.87495
747,00:00.0,0.88039,0.87777,0.88007,0.87853
748,00:00.0,0.88186,0.87886,0.88108,0.88006
749,00:00.0,0.88122,0.87963,0.881,0.88107
750,00:00.0,0.88176,0.88036,0.88128,0.88101
751,00:00.0,0.88165,0.87832,0.87868,0.88127
752,00:00.0,0.87912,0.87774,0.87855,0.87869
753,00:00.0,0.88102,0.87818,0.87991,0.87854
754,00:00.0,0.88003,0.87727,0.8775,0.8799
755,00:00.0,0.8784,0.87654,0.87779,0.87749
756,00:00.0,0.87835,0.87705,0.87727,0.87778
757,00:00.0,0.87839,0.87711,0.87792,0.87726
758,00:00.0,0.88092,0.87749,0.87887,0.87791
759,00:00.0,0.87898,0.87678,0.87737,0.87889
760,00:00.0,0.87948,0.87665,0.87939,0.87736
761,00:00.0,0.88091,0.8786,0.87983,0.8794
762,00:00.0,0.88075,0.87952,0.88048,0.87982
763,00:00.0,0.88292,0.88043,0.88064,0.88049
764,00:00.0,0.88094,0.88008,0.88012,0.88065
765,00:00.0,0.88117,0.87984,0.88066,0.88011
766,00:00.0,0.88065,0.88065,,0.88065
767,00:00.0,0.88023,0.87933,0.88003,0.8799
768,00:00.0,0.88008,0.87935,0.87941,0.87993
769,00:00.0,0.88007,0.87818,0.87884,
770,00:00.0,0.87984,0.87838,0.87852,0.87885
771,00:00.0,0.87927,0.87754,0.87873,0.87851
772,00:00.0,0.87939,0.87865,0.87913,0.87874
773,00:00.0,0.87936,0.87889,0.87927,0.87916
774,00:00.0,0.87954,0.8788,0.87906,0.87926
775,00:00.0,0.88074,0.87885,0.88004,0.87905
776,00:00.0,0.88003,0.87874,0.87878,0.88003
777,00:00.0,0.87899,0.87767,0.87817,0.87877
778,00:00.0,0.87829,0.8762,0.87645,0.87816
779,00:00.0,0.87681,0.87561,0.87575,0.87647
780,00:00.0,0.87633,0.87509,0.87542,0.87576
781,00:00.0,0.87801,0.87024,0.87211,0.87543
782,00:00.0,0.87286,0.86741,0.86845,0.8721
783,00:00.0,0.8686,0.8644,0.86615,0.86843
784,00:00.0,0.868,0.86608,0.86749,0.86614
785,00:00.0,0.86781,0.86644,0.86731,0.86748
786,00:00.0,0.86802,0.86723,0.86792,0.86732
787,00:00.0,0.86791,0.8672,0.86723,0.86791
788,00:00.0,0.86761,0.86662,0.86737,0.86728
789,00:00.0,0.8682,0.86703,0.8682,0.86738
790,00:00.0,,,,
791,00:00.0,,,,
792,00:00.0,,,,
793,00:00.0,,,,
794,00:00.0,,,,
795,00:00.0,,,,
796,00:00.0,,,,
797,00:00.0,,,,
798,00:00.0,,,,
799,00:00.0,,,,
800,00:00.0,,,,
801,00:00.0,,,,
802,00:00.0,,,,
803,00:00.0,,,,
804,00:00.0,,,,
805,00:00.0,,,,
806,00:00.0,,,,
807,00:00.0,,,,
808,00:00.0,,,,
809,00:00.0,,,,
810,00:00.0,,,,
811,00:00.0,,,,
812,00:00.0,,,,
813,00:00.0,,,,
814,00:00.0,,,,
815,00:00.0,,,,
816,00:00.0,,,,
817,00:00.0,,,,
818,00:00.0,,,,
819,00:00.0,,,,
820,00:00.0,,,,
821,00:00.0,,,,
822,00:00.0,,,,
823,00:00.0,,,,
824,00:00.0,,,,
825,00:00.0,,,,
826,00:00.0,,,,
827,00:00.0,,,,
828,00:00.0,,,,
829,00:00.0,,,,
830,00:00.0,,,,
831,00:00.0,,,,
832,00:00.0,,,,
833,00:00.0,,,,
834,00:00.0,,,,
835,00:00.0,0.86862,0.86785,0.86825,
836,00:00.0,0.86931,0.86853,0.86863,0.86862
837,00:00.0,0.86867,0.8677,0.86849,0.8686
838,00:00.0,0.86857,0.86749,0.86839,0.86853
839,00:00.0,0.86855,0.86536,0.86556,0.86849
840,00:00.0,0.86703,0.86551,0.86631,0.86555
841,00:00.0,0.86864,0.86631,0.86775,
842,00:00.0,0.86923,0.86766,0.86825,0.86776
843,00:00.0,0.86956,0.86814,0.86939,0.86823
844,00:00.0,0.87009,0.86939,0.86948,0.8694
845,00:00.0,0.86951,0.8687,0.86892,0.86949
846,00:00.0,0.86987,0.86884,0.86968,0.8689
847,00:00.0,0.87229,0.86938,0.87209,0.86969
848,00:00.0,0.8736,0.87159,0.87301,0.8721
849,00:00.0,0.87335,0.87212,0.87323,0.87302
850,00:00.0,0.87391,0.87172,0.87239,0.87321
851,00:00.0,0.87351,0.87202,0.87303,0.87238
852,00:00.0,0.87415,0.87285,0.8739,0.87302
853,00:00.0,0.87453,0.87127,0.87168,0.87389
854,00:00.0,0.87281,0.87097,0.87212,0.87166
855,00:00.0,0.87455,0.87205,0.87308,0.87211
856,00:00.0,0.87511,0.8725,0.87475,0.87307
857,00:00.0,0.87482,0.87282,0.87334,0.87476
858,00:00.0,0.87383,0.873,0.8736,0.87335
859,00:00.0,0.87612,0.8736,0.87523,0.87361
860,00:00.0,0.87855,0.87478,0.87584,0.87522
861,00:00.0,0.87697,0.87564,0.87668,0.87583
862,00:00.0,0.87684,0.87672,,0.87677
863,00:00.0,0.87767,0.87615,0.87655,0.87628
864,00:00.0,0.87721,0.87651,0.8771,0.87657
865,00:00.0,0.87808,0.8751,0.87524,
866,00:00.0,0.87556,0.87408,0.87477,0.87522
867,00:00.0,0.8749,0.87323,0.87406,0.87478
868,00:00.0,0.87601,0.87272,0.87444,0.87407
869,00:00.0,0.87752,0.87437,0.87592,0.87443
870,00:00.0,0.87862,0.8759,0.87743,0.8759
871,00:00.0,0.87958,0.87719,0.87943,0.87744
872,00:00.0,0.88121,0.87876,0.87951,0.87944
873,00:00.0,0.87978,0.87811,0.87943,0.8795
874,00:00.0,0.87987,0.87663,0.8768,0.87942
875,00:00.0,0.87841,0.87659,0.87833,0.87682
876,00:00.0,0.88066,0.87782,0.88012,0.87832
877,00:00.0,0.88193,0.87964,0.8807,0.88013
878,00:00.0,0.88351,0.88038,0.88281,0.88069
879,00:00.0,0.88294,0.88065,0.8814,0.88279
880,00:00.0,0.88213,0.88073,0.88084,0.88141
881,00:00.0,0.88234,0.88085,0.88145,0.88085
882,00:00.0,0.88145,0.88004,0.88096,0.88144
883,00:00.0,0.88177,0.88049,0.88127,0.88097
884,00:00.0,0.88282,0.88057,0.88135,0.88128
885,00:00.0,0.88267,0.88125,0.88209,0.88136
886,00:00.0,0.88203,0.88063,0.88103,0.88203
887,00:00.0,0.88156,0.88039,0.88079,0.88105
888,00:00.0,0.88304,0.88078,0.88098,0.88078
889,00:00.0,0.88185,0.88013,0.88174,
890,00:00.0,0.88176,0.8782,0.87949,0.88175
891,00:00.0,0.88034,0.87872,0.87915,0.87948
892,00:00.0,0.87914,0.8763,0.87704,0.87914
893,00:00.0,0.87792,0.87694,0.87694,0.87705
894,00:00.0,0.87709,0.87532,0.87657,0.87695
895,00:00.0,0.87893,0.87659,0.87893,0.87659
896,00:00.0,0.87959,0.87759,0.87916,0.87892
897,00:00.0,0.88038,0.87844,0.87998,0.87917
898,00:00.0,0.88202,0.87897,0.87929,0.87997
899,00:00.0,0.87975,0.87833,0.87879,0.8793
900,00:00.0,0.87898,0.87749,0.87758,0.8788
901,00:00.0,0.87868,0.87651,0.87807,0.87757
902,00:00.0,0.87919,0.87751,0.87751,0.87808
903,00:00.0,0.8782,0.87475,0.87505,0.87749
904,00:00.0,0.8756,0.87455,0.87506,0.87503
905,00:00.0,0.8759,0.87481,0.87577,0.87504
906,00:00.0,0.87579,0.87349,0.87417,0.87575
907,00:00.0,0.88488,0.8741,0.88336,0.87414
908,00:00.0,0.88511,0.88263,0.88479,0.88335
909,00:00.0,0.88518,0.88406,0.88445,0.8848
910,00:00.0,0.88444,0.88337,0.88345,0.88439
911,00:00.0,0.88396,0.88301,0.88375,0.88342
912,00:00.0,0.88542,0.88345,0.88383,0.88374
913,00:00.0,0.88536,0.87985,0.88463,
914,00:00.0,0.88569,0.88421,0.88511,0.88462
915,00:00.0,0.88614,0.88449,0.88543,0.88512
916,00:00.0,0.88852,0.8853,0.8872,0.88542
917,00:00.0,0.88855,0.88721,0.88836,0.88721
918,00:00.0,0.88862,0.88664,0.88681,0.88837
919,00:00.0,0.88868,0.88632,0.88816,0.88682
920,00:00.0,0.88956,0.88762,0.88928,0.88818
921,00:00.0,0.88993,0.88657,0.88676,0.8893
922,00:00.0,0.88749,0.88591,0.88645,0.88677
923,00:00.0,0.88831,0.8862,0.88827,0.88644
924,00:00.0,0.88889,0.88664,0.88664,0.88825
925,00:00.0,0.88706,0.88354,0.88451,0.88663
926,00:00.0,0.88501,0.88258,0.88422,0.8845
927,00:00.0,0.88467,0.88244,0.88254,0.8842
928,00:00.0,0.88306,0.87698,0.87783,0.88253
929,00:00.0,0.87901,0.87699,0.87861,0.87781
930,00:00.0,0.87977,0.87744,0.87787,0.8786
931,00:00.0,0.87814,0.87655,0.87742,0.87788
932,00:00.0,0.87811,0.8771,0.87777,0.87741
933,00:00.0,0.87867,0.87771,0.8785,0.87776
934,00:00.0,0.87849,0.8772,0.87753,0.87843
935,00:00.0,0.87759,0.87607,0.87654,0.87743
936,00:00.0,0.87689,0.87591,0.87646,0.87649
937,00:00.0,0.87682,0.87482,0.87575,
938,00:00.0,0.87738,0.87559,0.87707,0.87574
939,00:00.0,0.87789,0.87651,0.87676,0.87705
940,00:00.0,0.87722,0.8762,0.87719,0.87675
941,00:00.0,0.87798,0.87707,0.87726,0.8772
942,00:00.0,0.87821,0.87681,0.87801,0.87725
943,00:00.0,0.87855,0.87485,0.87557,0.878
944,00:00.0,0.8756,0.87236,0.87268,0.87556
945,00:00.0,0.8732,0.87081,0.87262,0.87267
946,00:00.0,0.87287,0.87114,0.87191,0.87269
947,00:00.0,0.8726,0.87067,0.8717,0.8719
948,00:00.0,0.8724,0.87077,0.87137,0.87171
949,00:00.0,0.87193,0.86888,0.87044,0.87138
950,00:00.0,0.87333,0.87034,0.87224,0.87045
951,00:00.0,0.87238,0.86979,0.87214,0.87226
952,00:00.0,0.8729,0.87131,0.87192,0.87213
953,00:00.0,0.87322,0.87188,0.87233,0.87193
954,00:00.0,0.87283,0.87103,0.87188,0.87234
955,00:00.0,0.87193,0.87062,0.87084,0.87183
956,00:00.0,0.87088,0.86826,0.8686,0.87079
957,00:00.0,0.86922,0.86812,0.86922,0.86859
958,00:00.0,,,,
959,00:00.0,,,,
960,00:00.0,,,,
961,00:00.0,,,,
962,00:00.0,,,,
963,00:00.0,,,,
964,00:00.0,,,,
965,00:00.0,,,,
966,00:00.0,,,,
967,00:00.0,,,,
968,00:00.0,,,,
969,00:00.0,,,,
970,00:00.0,,,,
971,00:00.0,,,,
972,00:00.0,,,,
973,00:00.0,,,,
974,00:00.0,,,,
975,00:00.0,,,,
976,00:00.0,,,,
977,00:00.0,,,,
978,00:00.0,,,,
979,00:00.0,,,,
980,00:00.0,,,,
981,00:00.0,,,,
982,00:00.0,,,,
983,00:00.0,,,,
984,00:00.0,,,,
985,00:00.0,,,,
986,00:00.0,,,,
987,00:00.0,,,,
988,00:00.0,,,,
989,00:00.0,,,,
990,00:00.0,,,,
991,00:00.0,,,,
992,00:00.0,,,,
993,00:00.0,,,,
994,00:00.0,,,,
995,00:00.0,,,,
996,00:00.0,,,,
997,00:00.0,,,,
998,00:00.0,,,,
999,00:00.0,,,,
1000,00:00.0,,,,
1001,00:00.0,,,,
1002,00:00.0,,,,
1003,00:00.0,0.8709,0.86955,0.87083,
1004,00:00.0,0.87101,0.86973,0.87029,0.87018
1005,00:00.0,0.87029,0.86961,0.86969,0.87011
1006,00:00.0,0.87029,0.86823,0.86829,0.8696
1007,00:00.0,0.86852,0.86583,0.86583,0.86833
1008,00:00.0,0.86837,0.86532,0.86783,0.86581
1009,00:00.0,0.86953,0.86531,0.86934,
1010,00:00.0,0.87342,0.86907,0.87302,0.86932
1011,00:00.0,0.87514,0.87196,0.87324,0.87304
1012,00:00.0,0.87376,0.87209,0.87343,0.87323
1013,00:00.0,0.87452,0.87303,0.87363,0.87344
1014,00:00.0,0.87432,0.87292,0.8735,0.87365
1015,00:00.0,0.87436,0.87127,0.87177,0.87345
1016,00:00.0,0.87277,0.87111,0.87267,0.87175
1017,00:00.0,0.87407,0.87247,0.87325,0.87265
1018,00:00.0,0.87483,0.87283,0.87465,0.87326
1019,00:00.0,0.87671,0.87427,0.87565,0.87464
1020,00:00.0,0.87698,0.87563,0.87565,0.87566
1021,00:00.0,0.87701,0.87552,0.87686,0.87564
1022,00:00.0,0.87885,0.87647,0.87798,0.87687
1023,00:00.0,0.87809,0.8752,0.8755,0.87797
1024,00:00.0,0.87704,0.87451,0.87615,0.87549
1025,00:00.0,0.87654,0.87544,0.87564,0.87616
1026,00:00.0,0.87678,0.87546,0.87638,0.87565
1027,00:00.0,0.87668,0.8759,0.87608,0.87633
1028,00:00.0,0.87768,0.87552,0.87552,0.87609
1029,00:00.0,0.87815,0.87543,0.87758,0.87553
1030,00:00.0,0.87777,0.87604,0.87633,0.87767
1031,00:00.0,0.87661,0.87563,0.87584,0.8763
1032,00:00.0,0.87644,0.87489,0.87551,0.87588
1033,00:00.0,0.87548,0.87373,0.87488,
1034,00:00.0,0.87901,0.87445,0.87844,0.87487
1035,00:00.0,0.8814,0.87811,0.88048,0.87843
1036,00:00.0,0.88132,0.8794,0.87945,0.88049
1037,00:00.0,0.88009,0.87886,0.87965,0.87943
1038,00:00.0,0.88017,0.87851,0.87859,0.87967
1039,00:00.0,0.87914,0.87733,0.87778,0.8786
1040,00:00.0,0.87788,0.8754,0.87576,0.87777
1041,00:00.0,0.87583,0.87382,0.875,0.87577
1042,00:00.0,0.87542,0.87189,0.87296,0.87502
1043,00:00.0,0.87439,0.8721,0.87402,0.87294
1044,00:00.0,0.87408,0.87237,0.87363,0.87403
1045,00:00.0,0.87558,0.87327,0.87483,0.87361
1046,00:00.0,0.87527,0.87237,0.87264,0.87485
1047,00:00.0,0.87339,0.87225,0.87281,0.87263
1048,00:00.0,0.87319,0.87204,0.87272,0.87282
1049,00:00.0,0.87324,0.87239,0.87293,0.87273
1050,00:00.0,0.87315,0.87249,0.87274,0.87292
1051,00:00.0,0.87284,0.87044,0.87097,0.87276
1052,00:00.0,0.87114,0.86946,0.87065,0.87098
1053,00:00.0,0.87201,0.87063,0.87183,0.87066
1054,00:00.0,0.87244,0.87123,0.87218,0.87192
1055,00:00.0,0.87227,0.87096,0.87119,0.87219
1056,00:00.0,0.87147,0.86934,0.87099,0.87114
1057,00:00.0,0.87105,0.8686,0.86865,
1058,00:00.0,0.87152,0.86767,0.8708,0.86863
1059,00:00.0,0.8712,0.87001,0.87082,0.87079
1060,00:00.0,0.87222,0.87077,0.87166,0.87081
1061,00:00.0,0.87256,0.87068,0.87217,0.87167
1062,00:00.0,0.87381,0.87171,0.87318,0.87218
1063,00:00.0,0.87505,0.8729,0.87423,0.87319
1064,00:00.0,0.87488,0.87248,0.87288,0.87425
1065,00:00.0,0.8731,0.87187,0.87252,0.87287
1066,00:00.0,0.87334,0.87052,0.87134,0.8725
1067,00:00.0,0.87305,0.87129,0.87241,0.87135
1068,00:00.0,0.87281,0.87132,0.87241,0.87242
1069,00:00.0,0.87878,0.87178,0.87712,0.87242
1070,00:00.0,0.88644,0.87677,0.88022,0.87713
1071,00:00.0,0.88092,0.87794,0.87866,0.88023
1072,00:00.0,0.88115,0.87839,0.87941,0.87865
1073,00:00.0,0.8808,0.87816,0.87863,0.87942
