Index,Time,HIGH,LOW,LAST,FIRST
1074,00:00.0,0.87883,0.87189,0.87385,0.87861
1075,00:00.0,0.87781,0.87322,0.87722,0.87388
1076,00:00.0,0.88227,0.87706,0.88139,0.8772
1077,00:00.0,0.88411,0.88082,0.88332,0.88138
1078,00:00.0,0.88362,0.88079,0.88127,0.88345
1079,00:00.0,0.88181,0.87995,0.88025,0.88137
1080,00:00.0,0.8807,0.87788,0.87927,0.88022
1081,00:00.0,0.88166,0.87834,0.88055,
1082,00:00.0,0.88118,0.87934,0.88064,0.88057
1083,00:00.0,0.88067,0.87867,0.87966,0.88065
1084,00:00.0,0.88019,0.87847,0.87886,0.87967
1085,00:00.0,0.87923,0.87833,0.87883,0.87884
1086,00:00.0,0.88011,0.87853,0.87926,0.87882
1087,00:00.0,0.87942,0.87599,0.87693,0.87928
1088,00:00.0,0.87798,0.87448,0.87636,0.87695
1089,00:00.0,0.87658,0.87314,0.87326,0.87635
1090,00:00.0,0.874,0.86964,0.86969,0.87327
1091,00:00.0,0.87215,0.86889,0.87154,0.86968
1092,00:00.0,0.87306,0.8707,0.87125,0.87155
1093,00:00.0,0.87148,0.86885,0.87051,0.87124
1094,00:00.0,0.87375,0.87032,0.87285,0.8705
1095,00:00.0,0.87779,0.87194,0.87678,0.87287
1096,00:00.0,0.87898,0.87503,0.87665,0.87679
1097,00:00.0,0.87785,0.87602,0.87766,0.87663
1098,00:00.0,0.87882,0.87638,0.87647,0.87767
1099,00:00.0,0.87691,0.87585,0.87657,0.87648
1100,00:00.0,0.87707,0.87574,0.87584,0.87656
1101,00:00.0,0.87664,0.87523,0.87604,0.87579
1102,00:00.0,0.87604,0.87508,0.87539,
1103,00:00.0,0.87606,0.87375,0.87589,0.87569
1104,00:00.0,0.87755,0.87577,0.87715,0.87587
1105,00:00.0,0.87868,0.87704,0.87734,
1106,00:00.0,0.87936,0.87724,0.87884,0.87735
1107,00:00.0,0.87884,0.87673,0.87675,0.87883
1108,00:00.0,0.87716,0.87446,0.87474,0.87677
1109,00:00.0,0.87657,0.87396,0.87503,0.87473
1110,00:00.0,0.87555,0.87382,0.87465,0.87502
1111,00:00.0,0.87527,0.87364,0.87468,0.87464
1112,00:00.0,0.87794,0.87389,0.87751,0.87469
1113,00:00.0,0.87917,0.87638,0.87912,0.87752
1114,00:00.0,0.87914,0.87714,0.87756,0.87911
1115,00:00.0,0.87956,0.87754,0.87863,0.87757
1116,00:00.0,0.87938,0.87804,0.87904,0.87862
1117,00:00.0,0.88161,0.87738,0.87794,0.87903
1118,00:00.0,0.87804,0.87455,0.87511,0.87793
1119,00:00.0,0.87741,0.87491,0.87557,0.8751
1120,00:00.0,0.8767,0.87487,0.87609,0.87556
1121,00:00.0,0.87758,0.87575,0.87701,0.87607
1122,00:00.0,0.87742,0.87639,0.87731,0.877
1123,00:00.0,0.8773,0.87582,0.87617,0.8773
1124,00:00.0,0.87669,0.87581,0.87649,0.87618
1125,00:00.0,0.87692,0.87468,0.87474,0.87654
1126,00:00.0,,,,
1127,00:00.0,,,,
1128,00:00.0,,,,
1129,00:00.0,,,,
1130,00:00.0,,,,
1131,00:00.0,,,,
1132,00:00.0,,,,
1133,00:00.0,,,,
1134,00:00.0,,,,
1135,00:00.0,,,,
1136,00:00.0,,,,
1137,00:00.0,,,,
1138,00:00.0,,,,
1139,00:00.0,,,,
1140,00:00.0,,,,
1141,00:00.0,,,,
1142,00:00.0,,,,
1143,00:00.0,,,,
1144,00:00.0,,,,
1145,00:00.0,,,,
1146,00:00.0,,,,
1147,00:00.0,,,,
1148,00:00.0,,,,
1149,00:00.0,,,,
1150,00:00.0,,,,
1151,00:00.0,,,,
1152,00:00.0,,,,
1153,00:00.0,,,,
1154,00:00.0,,,,
1155,00:00.0,,,,
1156,00:00.0,,,,
1157,00:00.0,,,,
1158,00:00.0,,,,
1159,00:00.0,,,,
1160,00:00.0,,,,
1161,00:00.0,,,,
1162,00:00.0,,,,
1163,00:00.0,,,,
1164,00:00.0,,,,
1165,00:00.0,,,,
1166,00:00.0,,,,
1167,00:00.0,,,,
1168,00:00.0,,,,
1169,00:00.0,,,,
1170,00:00.0,,,,
1171,00:00.0,0.87851,0.8761,0.87651,
1172,00:00.0,0.87689,0.87539,0.87649,0.8763
1173,00:00.0,0.87671,0.87566,0.87628,0.87638
1174,00:00.0,0.87715,0.87591,0.87696,0.87616
1175,00:00.0,0.87687,0.87494,0.87494,0.87687
1176,00:00.0,0.8767,0.87489,0.87558,0.87499
1177,00:00.0,0.87793,0.87556,0.87695,
1178,00:00.0,0.87856,0.87683,0.87806,0.87691
1179,00:00.0,0.87893,0.87747,0.87841,0.87805
1180,00:00.0,0.87849,0.87698,0.87748,0.87843
1181,00:00.0,0.87774,0.87698,0.87748,0.87743
1182,00:00.0,0.87802,0.8771,0.87748,0.87743
1183,00:00.0,0.87766,0.87501,0.87594,0.87753
1184,00:00.0,0.87677,0.87524,0.87623,0.87593
1185,00:00.0,0.87696,0.87588,0.87589,0.87622
1186,00:00.0,0.87737,0.87586,0.87688,0.87591
1187,00:00.0,0.87835,0.87625,0.87633,0.8769
1188,00:00.0,0.87684,0.87596,0.8765,0.87632
1189,00:00.0,0.87823,0.87646,0.87754,0.87649
1190,00:00.0,0.8787,0.87723,0.87833,0.87755
1191,00:00.0,0.88,0.87833,0.87846,0.87835
1192,00:00.0,0.87861,0.87794,0.87855,0.87847
1193,00:00.0,0.87957,0.87809,0.87889,0.87856
1194,00:00.0,0.87959,0.87882,0.87894,0.8789
1195,00:00.0,0.87958,0.87884,0.87917,0.87895
1196,00:00.0,0.88037,0.87914,0.87963,0.87916
1197,00:00.0,0.87974,0.87859,0.87871,0.87962
1198,00:00.0,0.88268,0.87833,0.87833,0.87875
1199,00:00.0,0.87958,0.87833,0.87894,0.87835
1200,00:00.0,0.87929,0.87756,0.87781,0.879
1201,00:00.0,0.88012,0.87746,0.87849,
1202,00:00.0,0.87893,0.87613,0.87881,0.87847
1203,00:00.0,0.88161,0.87785,0.88017,0.87916
1204,00:00.0,0.88127,0.87981,0.88123,0.88018
1205,00:00.0,0.883,0.88122,0.88204,0.88125
1206,00:00.0,0.88208,0.88058,0.88201,0.88206
1207,00:00.0,0.88294,0.87964,0.88003,0.88199
1208,00:00.0,0.88167,0.88003,0.88097,0.88004
1209,00:00.0,0.88154,0.87941,0.87951,0.88098
1210,00:00.0,0.88144,0.87931,0.88129,0.8795
1211,00:00.0,0.88189,0.87988,0.87994,0.88128
1212,00:00.0,0.88199,0.87987,0.88152,0.87993
1213,00:00.0,0.88341,0.88088,0.88237,0.88151
1214,00:00.0,0.88274,0.88104,0.88182,0.88236
1215,00:00.0,0.882,0.87985,0.88094,0.88185
1216,00:00.0,0.88119,0.87785,0.87968,0.88095
1217,00:00.0,0.8807,0.8795,0.87954,0.8797
1218,00:00.0,0.88044,0.87933,0.87934,0.87952
1219,00:00.0,0.87939,0.87758,0.87803,0.87932
1220,00:00.0,0.87882,0.87775,0.8781,0.87802
1221,00:00.0,0.87865,0.87797,0.87809,0.87809
1222,00:00.0,0.87921,0.8781,0.87814,0.87828
1223,00:00.0,0.87828,0.87657,0.8766,0.87824
1224,00:00.0,0.87747,0.87651,0.87693,0.87658
1225,00:00.0,0.879,0.8748,0.87776,
1226,00:00.0,0.87863,0.87686,0.8782,0.87777
1227,00:00.0,0.87939,0.87809,0.87907,0.87821
1228,00:00.0,0.87998,0.87895,0.87926,0.87906
1229,00:00.0,0.87972,0.87883,0.87912,0.87927
1230,00:00.0,0.87921,0.87832,0.87884,0.87913
1231,00:00.0,0.88017,0.87836,0.87888,0.87885
1232,00:00.0,0.879,0.87737,0.87803,0.87887
1233,00:00.0,0.87914,0.87742,0.87886,0.87804
1234,00:00.0,0.87925,0.87856,0.879,0.87887
1235,00:00.0,0.87914,0.87836,0.87887,0.87901
1236,00:00.0,0.88064,0.87871,0.87967,0.87888
1237,00:00.0,0.8805,0.87726,0.87738,0.87973
1238,00:00.0,0.87911,0.87679,0.87857,0.87737
1239,00:00.0,0.8805,0.87849,0.8805,0.87856
1240,00:00.0,0.88169,0.87917,0.87928,0.88049
1241,00:00.0,0.8795,0.87841,0.87878,0.87929
1242,00:00.0,0.87933,0.87857,0.87875,0.87876
1243,00:00.0,0.87879,0.8781,0.8782,0.87876
1244,00:00.0,0.87854,0.87748,0.87767,0.87818
1245,00:00.0,0.87953,0.8773,0.87806,0.87766
1246,00:00.0,0.87842,0.87606,0.87679,0.87804
1247,00:00.0,0.87823,0.87647,0.87704,0.87673
1248,00:00.0,0.87753,0.87634,0.87675,0.87702
1249,00:00.0,0.87747,0.87529,0.87543,
1250,00:00.0,0.87807,0.87506,0.87565,0.87544
1251,00:00.0,0.87729,0.8756,0.87598,0.87564
1252,00:00.0,0.87652,0.87546,0.87568,0.87597
1253,00:00.0,0.87636,0.87548,0.87636,0.87569
1254,00:00.0,0.87647,0.87575,0.87609,0.87637
1255,00:00.0,0.87704,0.87581,0.87704,0.87608
1256,00:00.0,0.87984,0.87668,0.8788,0.87703
1257,00:00.0,0.87941,0.87759,0.87818,0.87881
1258,00:00.0,0.87956,0.87799,0.87854,0.87816
1259,00:00.0,0.8789,0.87796,0.87827,0.87855
1260,00:00.0,0.88073,0.87797,0.88007,0.87828
1261,00:00.0,0.88008,0.87813,0.87831,0.88008
1262,00:00.0,0.87841,0.87681,0.87769,0.87832
1263,00:00.0,0.87789,0.87536,0.87645,0.87771
1264,00:00.0,0.87788,0.87617,0.87735,0.87646
1265,00:00.0,0.8778,0.8759,,0.87737
1266,00:00.0,0.87662,0.87535,0.87622,0.87597
1267,00:00.0,0.87656,0.8754,0.8759,0.87621
1268,00:00.0,0.87693,0.87536,0.87559,0.87595
1269,00:00.0,0.87694,0.87557,0.8766,0.87557
1270,00:00.0,0.87708,0.87581,0.87617,0.87655
1271,00:00.0,0.87664,0.87594,0.87614,0.87615
1272,00:00.0,0.87634,0.87552,0.87555,0.87609
1273,00:00.0,0.8756,0.87205,0.87305,
1274,00:00.0,0.87452,0.87279,0.87447,0.87304
1275,00:00.0,0.87475,0.87421,0.87423,0.87448
1276,00:00.0,0.87642,0.87387,0.87565,0.87424
1277,00:00.0,0.87645,0.87523,0.87587,0.87563
1278,00:00.0,0.87745,0.87567,0.87663,0.87588
1279,00:00.0,0.8772,0.87548,0.87553,0.87662
1280,00:00.0,0.87688,0.8751,0.87671,0.87555
1281,00:00.0,0.87864,0.87663,0.87754,0.8767
1282,00:00.0,0.87806,0.87724,0.87755,0.87756
1283,00:00.0,0.87835,0.87752,0.87805,0.87757
1284,00:00.0,0.87887,0.87764,0.87866,0.87803
1285,00:00.0,0.88149,0.87814,0.88083,0.87865
1286,00:00.0,0.88261,0.88043,0.88228,0.88084
1287,00:00.0,0.88249,0.8797,0.87985,0.88229
1288,00:00.0,0.88147,0.87974,0.88118,0.87986
1289,00:00.0,0.8812,0.8801,0.8801,0.88117
1290,00:00.0,0.88125,0.88008,0.88092,0.88009
1291,00:00.0,0.88139,0.87957,0.87966,0.88097
1292,00:00.0,0.88069,0.87967,0.87985,0.87967
1293,00:00.0,0.88119,0.87922,0.87938,0.87987
1294,00:00.0,,,,
1295,00:00.0,,,,
1296,00:00.0,,,,
1297,00:00.0,,,,
1298,00:00.0,,,,
1299,00:00.0,,,,
1300,00:00.0,,,,
1301,00:00.0,,,,
1302,00:00.0,,,,
1303,00:00.0,,,,
1304,00:00.0,,,,
1305,00:00.0,,,,
1306,00:00.0,,,,
1307,00:00.0,,,,
1308,00:00.0,,,,
1309,00:00.0,,,,
1310,00:00.0,,,,
1311,00:00.0,,,,
1312,00:00.0,,,,
1313,00:00.0,,,,
1314,00:00.0,,,,
1315,00:00.0,,,,
1316,00:00.0,,,,
1317,00:00.0,,,,
1318,00:00.0,,,,
1319,00:00.0,,,,
1320,00:00.0,,,,
1321,00:00.0,,,,
1322,00:00.0,,,,
1323,00:00.0,,,,
1324,00:00.0,,,,
1325,00:00.0,,,,
1326,00:00.0,,,,
1327,00:00.0,,,,
1328,00:00.0,,,,
1329,00:00.0,,,,
1330,00:00.0,,,,
1331,00:00.0,,,,
1332,00:00.0,,,,
1333,00:00.0,,,,
1334,00:00.0,,,,
1335,00:00.0,,,,
1336,00:00.0,,,,
1337,00:00.0,,,,
1338,00:00.0,,,,
1339,00:00.0,0.88263,0.88172,0.88183,
1340,00:00.0,0.88225,0.88122,0.88195,0.8819
1341,00:00.0,0.88202,0.88104,0.88122,0.88182
1342,00:00.0,0.88161,0.88061,0.88079,0.88141
1343,00:00.0,0.88093,0.88023,0.88033,0.88068
1344,00:00.0,0.8807,0.87978,0.88052,0.88032
1345,00:00.0,0.88249,0.88056,0.8817,
1346,00:00.0,0.88226,0.88016,0.88135,0.88169
1347,00:00.0,0.88253,0.88066,0.88216,0.88134
1348,00:00.0,0.88219,0.88111,0.88142,0.88215
1349,00:00.0,0.88217,0.88124,0.88178,0.88141
1350,00:00.0,0.88188,0.88123,0.88163,0.88174
1351,00:00.0,0.88243,0.88026,0.88028,0.88164
1352,00:00.0,0.88079,0.87938,0.87957,0.88027
1353,00:00.0,0.88035,0.87904,0.88013,0.87958
1354,00:00.0,0.88187,0.87994,0.88109,0.88015
1355,00:00.0,0.88174,0.87981,0.87981,0.88108
1356,00:00.0,0.88051,0.87905,0.87983,0.8798
1357,00:00.0,0.88038,0.87934,0.87952,0.87978
1358,00:00.0,0.87985,0.87898,0.87944,0.87953
1359,00:00.0,0.88102,0.87928,0.88065,0.87943
1360,00:00.0,0.8808,0.87991,0.87997,0.88067
1361,00:00.0,0.88149,0.87984,0.88102,0.87998
1362,00:00.0,0.88129,0.88058,0.88058,0.881
1363,00:00.0,0.88099,0.88048,0.88088,0.88057
1364,00:00.0,0.88091,0.88042,0.88056,0.88089
1365,00:00.0,0.88059,0.88021,0.88044,0.88058
1366,00:00.0,0.88086,0.88016,0.88049,
1367,00:00.0,0.88044,0.87974,0.87977,0.88044
1368,00:00.0,0.88074,0.87976,0.88064,0.87979
1369,00:00.0,0.88145,0.88016,0.88118,
1370,00:00.0,0.88247,0.88113,0.88179,0.88123
1371,00:00.0,0.88217,0.88132,0.88163,0.8818
1372,00:00.0,0.88302,0.88146,0.88223,0.88165
1373,00:00.0,0.8824,0.88166,0.88184,0.88224
1374,00:00.0,0.88194,0.88113,0.88136,0.88183
1375,00:00.0,0.88232,0.8814,0.88205,0.8814
1376,00:00.0,0.88407,0.88198,0.88296,0.88204
1377,00:00.0,0.88373,0.88253,0.88253,0.88297
1378,00:00.0,0.88318,0.882,0.88301,0.88252
1379,00:00.0,0.88383,0.88242,0.88372,0.88302
1380,00:00.0,0.88452,0.8832,0.88384,0.88374
1381,00:00.0,0.88836,0.88363,0.88651,0.88385
1382,00:00.0,0.88816,0.88536,0.8858,0.8865
1383,00:00.0,0.88621,0.88437,0.88503,0.88583
1384,00:00.0,0.88561,0.88478,0.88483,0.88505
1385,00:00.0,0.8856,0.88463,0.88544,0.88482
1386,00:00.0,0.8863,0.88501,0.88589,0.88541
1387,00:00.0,0.88649,0.88551,0.88574,0.8859
1388,00:00.0,0.88644,0.88554,0.88614,0.88575
1389,00:00.0,0.88622,0.88568,0.88579,0.88615
1390,00:00.0,0.88636,0.88537,0.88537,
1391,00:00.0,0.88605,0.88516,0.88534,0.88567
1392,00:00.0,0.88643,0.88534,0.8861,0.8855
1393,00:00.0,0.88718,0.8858,0.88615,
1394,00:00.0,0.88657,0.88544,0.88635,0.88614
1395,00:00.0,0.88679,0.88613,0.88647,0.88636
1396,00:00.0,0.88686,0.88633,0.88648,0.88649
1397,00:00.0,0.88692,0.88638,0.88685,0.88647
1398,00:00.0,0.88704,0.8864,0.88646,0.88684
1399,00:00.0,0.88713,0.88615,0.88623,0.88645
1400,00:00.0,0.88802,0.88619,0.88749,0.88622
1401,00:00.0,0.88842,0.8873,0.88741,0.88748
1402,00:00.0,0.88832,0.88731,0.88808,0.88739
1403,00:00.0,0.8884,0.88758,0.88822,0.88805
1404,00:00.0,0.88907,0.88798,0.88891,0.8882
1405,00:00.0,0.88947,0.88853,0.88917,0.8889
1406,00:00.0,0.88986,0.88858,0.88926,0.88918
1407,00:00.0,0.89134,0.88918,0.89,0.88925
1408,00:00.0,0.89049,0.88922,0.89034,0.89001
1409,00:00.0,0.89033,0.88911,0.88959,0.89033
1410,00:00.0,0.8903,0.88765,0.88937,0.88961
1411,00:00.0,0.88904,0.87815,0.88055,0.88904
1412,00:00.0,0.88072,0.87909,0.87997,0.88057
1413,00:00.0,0.88018,0.87777,0.88004,0.87998
1414,00:00.0,0.88019,0.87875,0.87942,0.87989
1415,00:00.0,0.88035,0.87888,0.87902,0.87949
1416,00:00.0,0.87938,0.8765,0.877,0.879
1417,00:00.0,0.87798,0.87614,0.87771,
1418,00:00.0,0.878,0.87635,0.87755,0.87769
1419,00:00.0,0.87845,0.87748,0.87789,0.87756
1420,00:00.0,0.87795,0.87672,0.87682,0.8779
1421,00:00.0,0.87755,0.87661,0.87689,0.8768
1422,00:00.0,0.87723,0.87569,0.87662,0.87686
1423,00:00.0,0.87759,0.87637,0.87724,0.87664
1424,00:00.0,0.87788,0.87668,0.8768,0.87726
1425,00:00.0,0.87874,0.87637,0.87872,0.87679
1426,00:00.0,0.87984,0.87837,0.87953,0.87871
1427,00:00.0,0.88064,0.87885,0.87948,0.87952
1428,00:00.0,0.87957,0.8785,0.87864,0.8795
1429,00:00.0,0.88153,0.8761,0.8812,0.87866
1430,00:00.0,0.88159,0.8798,0.88026,0.88118
1431,00:00.0,0.88251,0.88002,0.88227,0.88025
1432,00:00.0,0.88274,0.88083,0.88252,0.88228
1433,00:00.0,0.88423,0.88231,0.88342,0.88251
1434,00:00.0,0.88383,0.88215,0.88254,0.88344
1435,00:00.0,0.88373,0.88248,0.88309,0.88252
1436,00:00.0,0.88378,0.88303,0.88319,0.88314
1437,00:00.0,0.88392,0.88296,0.88377,0.88318
1438,00:00.0,0.88601,0.88344,0.88418,
1439,00:00.0,0.88437,0.88265,0.88285,0.88416
1440,00:00.0,0.88349,0.88228,0.88293,0.88284
1441,00:00.0,0.88365,0.88178,0.88197,
1442,00:00.0,0.88336,0.88185,0.88287,0.88198
1443,00:00.0,0.88316,0.88184,0.88233,0.88288
1444,00:00.0,0.88324,0.88203,0.88254,0.88228
1445,00:00.0,0.88289,0.87941,0.88056,0.88255
1446,00:00.0,0.8811,0.87865,0.8794,0.88058
1447,00:00.0,0.88135,0.87878,0.88031,0.87939
1448,00:00.0,0.88286,0.87863,0.88116,0.8803
1449,00:00.0,0.88215,0.88051,0.88169,0.88115
1450,00:00.0,0.88175,0.88045,0.88159,0.8817
1451,00:00.0,0.88288,0.88138,0.88277,0.8816
1452,00:00.0,0.88388,0.88257,0.88317,0.88275
1453,00:00.0,0.88457,0.87891,0.8791,0.88318
1454,00:00.0,0.87996,0.8774,0.87889,0.87911
1455,00:00.0,0.87893,0.87655,0.87758,0.87888
1456,00:00.0,0.87963,0.87702,0.87919,0.87757
1457,00:00.0,0.88081,0.87885,0.88077,0.8792
1458,00:00.0,0.88076,0.87916,0.87943,0.88076
1459,00:00.0,0.88009,0.87937,0.87959,0.87944
1460,00:00.0,0.88056,0.87949,0.88009,0.8796
1461,00:00.0,0.88206,0.87982,0.87987,0.88008
1462,00:00.0,,,,
1463,00:00.0,,,,
1464,00:00.0,,,,
1465,00:00.0,,,,
1466,00:00.0,,,,
1467,00:00.0,,,,
1468,00:00.0,,,,
1469,00:00.0,,,,
1470,00:00.0,,,,
1471,00:00.0,,,,
1472,00:00.0,,,,
1473,00:00.0,,,,
1474,00:00.0,,,,
1475,00:00.0,,,,
1476,00:00.0,,,,
1477,00:00.0,,,,
1478,00:00.0,,,,
1479,00:00.0,,,,
1480,00:00.0,,,,
1481,00:00.0,,,,
1482,00:00.0,,,,
1483,00:00.0,,,,
1484,00:00.0,,,,
1485,00:00.0,,,,
1486,00:00.0,,,,
1487,00:00.0,,,,
1488,00:00.0,,,,
1489,00:00.0,,,,
1490,00:00.0,,,,
1491,00:00.0,,,,
1492,00:00.0,,,,
1493,00:00.0,,,,
1494,00:00.0,,,,
1495,00:00.0,,,,
1496,00:00.0,,,,
1497,00:00.0,,,,
1498,00:00.0,,,,
1499,00:00.0,,,,
1500,00:00.0,,,,
1501,00:00.0,,,,
1502,00:00.0,,,,
1503,00:00.0,,,,
1504,00:00.0,,,,
1505,00:00.0,,,,
1506,00:00.0,,,,
1507,00:00.0,0.8768,0.87436,0.87521,
1508,00:00.0,0.87549,0.87422,0.87432,0.87519
1509,00:00.0,0.87488,0.87372,0.87419,0.87449
1510,00:00.0,0.8765,0.8742,0.8758,0.87469
1511,00:00.0,0.87623,0.87527,0.87579,0.87593
1512,00:00.0,0.8763,0.87468,0.87529,0.87608
1513,00:00.0,0.87621,0.87109,0.87113,
1514,00:00.0,0.87237,0.87044,0.87181,0.87114
1515,00:00.0,0.87281,0.87153,0.87254,0.87179
1516,00:00.0,0.87318,0.87216,0.87269,0.87253
1517,00:00.0,0.87447,0.87264,0.87374,0.87268
1518,00:00.0,0.87422,0.87345,0.87393,0.87375
1519,00:00.0,0.8754,0.87384,0.87512,0.87388
1520,00:00.0,0.87544,0.87341,0.87421,0.8751
1521,00:00.0,0.87526,0.87422,0.87441,0.87422
1522,00:00.0,0.87562,0.87432,0.87463,0.8744
1523,00:00.0,0.87513,0.87287,0.87371,0.87464
1524,00:00.0,0.87371,0.87104,0.87217,0.87369
1525,00:00.0,0.87244,0.87137,0.87171,0.87216
1526,00:00.0,0.8721,0.87053,0.87146,0.8717
1527,00:00.0,0.87151,0.86991,0.87016,0.87148
1528,00:00.0,0.87179,0.86884,0.87044,0.87013
1529,00:00.0,0.87095,0.86982,0.87004,0.87043
1530,00:00.0,0.87005,0.86845,0.86955,0.87003
1531,00:00.0,0.86976,0.86875,0.86958,0.86954
1532,00:00.0,0.86982,0.86797,0.86872,0.86953
1533,00:00.0,0.86961,0.86835,0.86909,0.86877
1534,00:00.0,0.86924,0.8679,0.86836,0.8691
1535,00:00.0,0.86983,0.86804,0.86911,
1536,00:00.0,0.87009,0.8686,0.86905,0.86913
1537,00:00.0,0.87184,0.86475,0.86754,
1538,00:00.0,0.87043,0.86747,0.86907,0.86752
1539,00:00.0,0.8702,0.86845,0.86896,0.86906
1540,00:00.0,0.87368,0.86887,0.87289,0.86898
1541,00:00.0,0.87365,0.87194,0.8722,0.87288
1542,00:00.0,0.87279,0.87169,0.87272,0.87218
1543,00:00.0,0.87347,0.87227,0.87334,0.87271
1544,00:00.0,0.87342,0.8714,0.87162,0.87335
1545,00:00.0,0.87289,0.87123,0.87276,0.87161
1546,00:00.0,0.87452,0.87199,0.87392,0.87275
1547,00:00.0,0.87503,0.87336,0.87416,0.8739
1548,00:00.0,0.87448,0.87364,0.87428,0.87417
1549,00:00.0,0.87443,0.87233,0.87297,0.87424
1550,00:00.0,0.87387,0.87174,0.87344,0.87299
1551,00:00.0,0.87354,0.87137,0.87192,0.87343
1552,00:00.0,0.87334,0.87126,0.87281,0.87199
1553,00:00.0,0.87356,0.87171,0.87286,0.87279
1554,00:00.0,0.87368,0.8722,0.87333,0.87285
1555,00:00.0,0.87398,0.87278,0.87378,0.87332
1556,00:00.0,0.8744,0.87307,0.87435,0.87373
1557,00:00.0,0.87457,0.87371,0.87375,0.87436
1558,00:00.0,0.87454,0.8732,0.87411,0.87377
1559,00:00.0,0.87632,0.87355,0.87567,0.87395
1560,00:00.0,0.87633,0.8749,0.87531,0.87574
1561,00:00.0,0.87474,0.8734,0.87431,
1562,00:00.0,0.87478,0.87382,0.8744,0.87432
1563,00:00.0,0.87568,0.87402,0.87491,0.87439
1564,00:00.0,0.8755,0.87442,0.87512,0.87492
1565,00:00.0,0.87512,0.873,0.87338,0.87511
1566,00:00.0,0.87395,0.87165,0.87248,0.87337
1567,00:00.0,0.87262,0.86881,0.86954,0.87249
1568,00:00.0,0.87006,0.8688,0.8694,0.86953
1569,00:00.0,0.86972,0.86679,0.86714,0.86942
1570,00:00.0,0.86774,0.86561,0.86626,0.86713
1571,00:00.0,0.86626,0.86132,0.86349,0.86625
1572,00:00.0,0.86384,0.86134,0.86139,0.86348
1573,00:00.0,0.86237,0.86091,0.86104,0.86138
1574,00:00.0,0.86306,0.85997,0.8615,0.86103
1575,00:00.0,0.86187,0.85827,0.85911,0.86151
1576,00:00.0,0.85993,0.85661,0.85935,0.85913
1577,00:00.0,0.85971,0.858,0.85916,0.85936
1578,00:00.0,0.85927,0.85737,0.85824,0.85914
1579,00:00.0,0.85855,0.85705,0.85714,0.85823
1580,00:00.0,0.85853,0.85706,0.85806,0.85713
1581,00:00.0,0.85953,0.85801,0.85941,0.85802
1582,00:00.0,0.86008,0.85912,0.85964,0.85942
1583,00:00.0,0.85972,0.8573,0.85759,0.85959
1584,00:00.0,0.85847,0.85647,0.85794,0.85753
1585,00:00.0,0.86092,0.85545,0.85652,
1586,00:00.0,0.8585,0.85646,0.85795,0.8565
1587,00:00.0,0.8604,0.85686,0.85702,0.85794
1588,00:00.0,0.85745,0.85567,0.85737,0.85703
1589,00:00.0,0.86119,0.85679,0.861,0.85736
1590,00:00.0,0.8622,0.85968,0.86193,0.86101
1591,00:00.0,0.86216,0.86068,0.86096,0.86194
1592,00:00.0,0.86273,0.86042,0.86155,0.86095
1593,00:00.0,0.86212,0.85997,0.86177,0.86154
1594,00:00.0,0.86272,0.86117,0.86178,0.86176
1595,00:00.0,0.86216,0.86114,0.86144,0.8618
1596,00:00.0,0.86153,0.86043,0.86116,0.86143
